Doctor ID,Doctor Age,Doctor Location,Doctor Type,Experience (Years),Patients in Lifetime,Patients in Queue,Pev_Visited
2973,133.0,82,51,6.147940594870374,573.6094384446179,8.012773216988187,0
2881,117.0,62,79,8.387803108401988,1043.0442191993968,21.09415528433828,0
2112,101.0,50,6,20.376135949675906,1432.8761121084442,30.626512395518247,0
2551,85.0,48,26,20.35520038386813,1954.2388923503752,39.97159074556283,0
2018,69.0,52,26,29.03839052780503,2591.16970219879,49.8015603978981,1
2192,115.0,100,84,7.548426948113595,574.2890209745398,11.347836191429412,0
2031,99.0,78,96,7.14697100314338,1016.246261364404,20.420273302606404,0
2128,83.0,54,61,16.132282128857664,1452.562569589883,28.541199943729765,0
2467,67.0,62,59,20.099072367770656,2002.856591932614,41.107507942713966,0
2577,51.0,68,59,35.23786164001038,2440.602065040833,51.93957248265433,1
2942,111.0,56,0,2.647413851939673,493.26711522484567,9.736325927184808,0
2846,95.0,94,34,8.8836265057872,963.2431655338862,19.203074982454456,0
2394,79.0,56,96,13.99540200671992,1405.9271266414255,31.48938875239606,0
2133,63.0,58,69,23.454672682913525,1924.767478564676,38.70462902077092,0
2378,47.0,67,69,25.38690050198903,2439.2373905543814,51.67205725459834,1
2590,86.0,107,18,2.424592288517857,454.94577181267954,11.604500328783566,0
2667,70.0,113,78,7.454971588125647,1081.222436560832,20.546273203012003,0
2401,54.0,79,54,20.501972281645205,1421.8511498348948,30.59621977821842,0
2615,38.0,88,53,25.476476211745634,2077.726887990392,40.23294185748989,0
2078,22.0,86,53,32.98412059891403,2502.5970623095227,51.97842072385594,1
2386,105.0,85,5,2.313533066324549,592.8241447469019,8.918675980305856,0
2140,89.0,78,69,14.043072948297525,1094.868814534204,20.24139515954592,0
2999,73.0,62,48,13.052172608637417,1453.0739996905986,28.576708031927417,0
2911,57.0,54,96,29.44144952283533,2057.1389961803816,38.62596341732396,0
2018,41.0,56,96,25.790599131173018,2510.7564651841026,49.11660239411367,1
2706,115.0,80,30,10.339695442244892,444.9016597979699,11.384455128642587,0
2806,99.0,24,93,9.826242950113002,1037.269369445757,19.425505066028816,0
2743,83.0,29,98,20.11141921947642,1597.1418777756803,31.814270465304944,0
2332,67.0,42,59,23.26088538862906,1965.5877136000904,41.010704673509565,0
2759,51.0,40,59,35.684270060464804,2424.729838195346,50.52168569503632,1
2457,92.0,97,86,9.96718422599517,566.0003905548318,9.207325526374454,0
2674,76.0,82,53,7.469915403461981,1090.0424373179435,21.093705446391347,0
2259,60.0,105,99,14.959525662368511,1441.6355673210576,28.78763702150177,0
2775,44.0,93,52,20.889317709343544,2063.2524072484907,41.71619279919126,0
2196,28.0,98,52,24.73631607496749,2587.6301077264475,50.29253258347799,1
2873,76.0,69,79,0.4655424897052915,481.9624209171254,9.913997732318863,0
2333,60.0,63,93,8.106409655570342,906.301102694151,21.24232390878972,0
2404,44.0,84,16,14.332304350161698,1420.7489561981347,28.491366216069636,0
2504,28.0,88,18,18.68937835172876,1921.089473360321,39.61419821155375,0
2144,12.0,86,18,29.66224242332399,2425.886061653656,50.42045613957012,1
2370,121.0,56,97,10.480506982351836,487.54202856673976,8.228745993691488,0
2554,105.0,56,31,14.380866763011284,1046.927687447442,21.90763389187225,0
2740,89.0,41,59,14.318867096756383,1460.204734497853,29.428139649385837,0
2740,73.0,43,8,29.141752147030903,2038.4241065391932,40.30844797865102,0
2039,57.0,37,8,25.843675849419068,2499.965975501119,48.02134180000476,1
2440,83.0,-19,24,7.546654264153944,584.0647271105541,10.433699200136603,0
2811,67.0,-3,59,12.168653852140295,1091.0428446078056,19.68578074441661,0
2365,51.0,26,99,14.941847435343128,1457.3624445354749,28.762417914458645,0
2600,35.0,-3,15,24.034608742147327,2054.842461223607,38.71075147058309,0
2401,19.0,6,15,34.78824630682954,2540.129898731316,49.369705101360566,1
2367,68.0,77,5,1.9967896413710309,540.0143202544126,8.805567842120588,0
2401,52.0,40,44,12.497636919889995,928.266972403944,19.6673074199642,0
2448,36.0,59,85,17.621410629677957,1489.3864317357122,29.97009795931664,0
2336,20.0,40,97,26.88223810185768,1952.8439178839155,38.82501772871183,0
2049,4.0,39,97,28.72177999196006,2529.128876517076,49.61923430534561,1
2989,91.0,72,95,2.7546448163906163,517.1889352880725,9.417080480056573,0
2559,75.0,86,97,14.673006128117564,1080.30725711463,21.40189809287268,0
2033,59.0,38,2,13.303376598449752,1512.7738080743757,28.912363688603836,0
2524,43.0,59,34,26.65737092488997,1920.8636553068004,39.83779328396968,0
2098,27.0,56,34,27.68561111321976,2527.100230950946,48.93131368525665,1
2460,97.0,20,54,3.217557496148623,419.4599282992916,10.08262525372306,0
2712,81.0,-6,97,7.470192062908924,1078.5314026697056,21.47404653581839,0
2088,65.0,26,25,14.617672375863712,1482.084580929593,30.061344147611024,0
2006,49.0,22,9,27.287903684029825,1948.4811342542089,41.93569343699832,0
2148,33.0,12,9,32.188427153537724,2466.042500671913,49.43356443602526,1
2134,138.0,78,81,4.904442390333328,548.5748267455291,9.532340403933278,0
2181,122.0,30,8,12.045941471490838,933.0232453930952,18.16969978962055,0
2510,106.0,45,78,20.132991952762367,1416.3337317966505,31.64768073229867,0
2843,90.0,52,20,25.13663644802639,1954.45843127874,39.48541111486583,0
2825,74.0,55,20,25.594698996596133,2480.982403780386,48.27506051695672,1
2979,139.0,53,97,2.349615972007536,584.2136338391981,10.455970222249398,0
2762,123.0,67,31,15.616740378098944,900.1428182592645,19.70651377257317,0
2970,107.0,76,80,17.592886433780883,1548.60960948737,28.11182198512649,0
2748,91.0,88,98,20.346476666499512,2016.9616997514347,39.59366362079856,0
2876,75.0,84,98,33.78829447920543,2581.6014251232205,48.03940428444703,1
2769,115.0,43,43,7.201070965749282,520.7390294043511,11.857212245688071,0
2148,99.0,-8,36,12.629243978835795,1015.7734492875236,20.97674322590798,0
2992,83.0,4,38,13.86820869296158,1595.3712066088628,30.940380695276005,0
2818,67.0,7,55,28.41957940673411,1975.8378507846485,38.23365058609975,0
2301,51.0,7,55,32.62120377466188,2518.1433892168798,50.8302704470183,1
2882,93.0,51,67,4.1684937540553175,536.1257282992481,10.358806640063474,0
2996,77.0,77,23,6.880856738396084,992.6890378272676,19.336415807119792,0
2850,61.0,67,33,19.291740961506232,1512.2492526692308,31.66673284568209,0
2777,45.0,58,85,28.912022753755576,2014.4604633876097,39.69817046645754,0
2466,29.0,54,85,27.331363079891204,2410.7120431890844,51.86617424428779,1
2515,84.0,54,38,3.670415505340824,543.1581290946767,8.533204980411075,0
2589,68.0,43,51,14.88029386936582,900.214349090588,18.627771645085,0
2284,52.0,39,26,12.863966565917528,1498.0599840164195,30.17532923645266,0
2480,36.0,28,43,27.3593905319843,1955.4961943590508,41.599658927039336,0
2970,20.0,32,43,28.77511658159888,2564.3762731072884,49.7980308408756,1
2363,79.0,16,36,4.011350688167548,487.9209341614283,10.05726539766156,0
2649,63.0,23,70,9.41812845640278,982.4490937620176,20.50408328232924,0
2347,47.0,34,28,17.563619082892746,1588.2341578023832,30.159005324984783,0
2880,31.0,34,67,29.787887270907675,1941.8555382840475,39.10457498114233,0
2027,15.0,27,67,30.78210899900315,2513.106039803413,51.87622326408794,1
2343,97.0,-1,58,8.213814258696999,472.1535581615337,9.660706977320832,0
2845,81.0,26,48,10.727091790799774,972.421857186975,20.31667519916484,0
2483,65.0,28,100,20.92662795678832,1431.3927035601291,30.738902041537848,0
2659,49.0,31,33,23.931700995043894,2012.774174844283,40.40200044528581,0
2786,33.0,31,33,26.16575147011277,2459.7156681428764,49.63025180325295,1
2997,86.0,27,66,7.083031958190592,571.2198675323306,11.009536248769624,0
2443,70.0,36,24,15.8051621954384,910.3116424948872,18.05790809006641,0
2002,54.0,56,33,23.814934697366585,1430.7803972606246,29.912538222055733,0
2049,38.0,33,88,20.831937114731957,1955.7468398300143,39.41014547068618,0
2771,22.0,42,88,24.59288003416388,2430.8392957540777,48.17364097764638,1
2616,92.0,85,29,1.9785187787114764,516.2506615675118,10.948441459746448,0
2829,76.0,109,38,15.817615329485008,1088.6226948254175,19.70764680942896,0
2119,60.0,66,91,14.309881651677076,1441.10292494592,31.54586875705749,0
2591,44.0,71,21,28.631305621426836,1972.217151374071,40.54934625165069,0
2917,28.0,79,21,26.56336150697661,2482.434123371566,49.276580569064336,1
2667,134.0,118,25,1.0673860499172187,481.4289097733827,10.561145980830604,0
2189,118.0,77,70,7.521069408167483,1018.5842864677768,21.914645298925475,0
2004,102.0,97,3,13.470699450419149,1527.9740194046326,30.636323317739613,0
2419,86.0,90,49,23.884867051541537,1971.858022723875,39.34481700763676,0
2065,70.0,88,49,28.216514894501977,2557.0996220622537,48.946131529548005,1
2232,123.0,73,95,6.489587977516691,571.4821751534104,11.833883641280922,0
2428,107.0,30,72,7.288314376144799,953.1088003680272,19.462068921582045,0
2996,91.0,71,0,17.492387635206917,1563.4469319314292,28.848946186511203,0
2079,75.0,47,85,23.77344306761777,1964.603933793081,38.56258731273445,0
2611,59.0,53,85,25.15637280619721,2459.5811360394737,48.34680934905872,1
2341,123.0,22,81,9.15640379728243,449.0085116093255,10.435891125498207,0
2423,107.0,36,49,14.359673007358642,1058.6105051922152,20.95381093675044,0
2549,91.0,39,60,15.741264270392618,1499.9714009473464,30.57901196198789,0
2968,75.0,41,67,28.14496092976016,1975.9517048368864,40.72807255988319,0
2572,59.0,33,67,34.75280178088341,2591.8308234257,48.5227606523169,1
2985,118.0,37,0,0.4132879292239124,451.5901233207662,11.35510042324001,0
2369,102.0,39,24,11.133329712270296,929.5226739024988,19.25205685859336,0
2999,86.0,47,65,13.431532647052476,1420.64251590013,28.35069099832888,0
2934,70.0,45,66,23.64357078782786,2055.5873262574582,38.488674135633374,0
2507,54.0,49,66,34.109723477882966,2469.7010871547045,50.04888000405201,1
2772,94.0,-14,85,7.083893914045174,519.9232782064215,8.554696029737162,0
2896,78.0,-6,92,9.455289960813028,909.0408330047547,19.029718560655773,0
2048,62.0,10,64,22.15091907343557,1444.2195111564777,28.21793239245643,0
2614,46.0,19,53,24.214485927161384,2039.8994876655488,40.0264003767703,0
2891,30.0,17,53,24.497389183852917,2474.9139647090988,49.93147181808613,1
2812,67.0,-24,16,8.011147613507774,508.1730016737316,11.142825861937656,0
2648,51.0,16,95,9.531843474250769,1043.1312680311444,21.75991451901588,0
2975,35.0,-14,47,19.745938995715026,1473.6143927276262,28.76383321566323,0
2583,19.0,13,17,26.054822491391928,1976.42158248623,38.766144411604586,0
2166,3.0,3,17,30.195295786374725,2525.486020597191,50.07510170201569,1
2326,94.0,-4,35,7.540062054231551,544.050334676373,8.885940316250734,0
2474,78.0,29,77,9.84270652134497,1034.637620055654,21.41476846349172,0
2203,62.0,19,11,12.416802913541517,1542.09933932199,30.04974113425625,0
2935,46.0,11,64,29.46225012408947,2077.4918892646824,40.993561087701806,0
2169,30.0,13,64,25.17183698295053,2590.057941412683,49.2015289856449,1
2377,140.0,119,91,11.336284661695409,476.4880702338016,10.900763861695486,0
2735,124.0,123,97,11.674721807581216,970.1132086176324,20.311893928045663,0
2078,108.0,93,48,13.210243157212815,1411.4822369833716,30.18187571390516,0
2939,92.0,86,37,24.578186584988984,1935.2079787929947,41.055507120286,0
2261,76.0,94,37,35.736115197767546,2584.6314659193217,50.40797119887216,1
2289,66.0,5,90,7.760005236928222,489.5449102144013,8.858297198500447,0
2676,50.0,21,90,9.37810898157844,936.4338604680144,20.845109782207167,0
2148,34.0,4,11,13.080889776218406,1565.1610538797568,29.4004861468604,0
2884,18.0,15,31,23.081668524142238,1986.474698501191,38.4827587369304,0
2985,2.0,10,31,32.079436416440046,2464.662771749613,48.53039073350956,1
2429,70.0,80,5,10.443553619746073,481.97500774956137,10.6347908919008,0
2454,54.0,116,100,10.739374354513656,940.9927893874363,19.59125166611787,0
2244,38.0,90,7,19.76958240375868,1463.739760055483,30.184242324092526,0
2187,22.0,87,23,24.46164064585624,2046.78331969944,39.33996804851168,0
2047,6.0,91,23,26.537296830058832,2489.5958832115425,48.5460994849783,1
2971,92.0,30,31,4.957973853994735,497.53672822816833,11.952738675607556,0
2346,76.0,39,86,15.293179378823806,1074.2921573401015,21.57969112425804,0
2167,60.0,87,45,14.893521431539517,1427.2094010278472,31.31345058447753,0
2753,44.0,59,64,23.8902433003257,2089.575043114253,39.77307963458232,0
2897,28.0,67,64,24.025095128554856,2486.9752913538696,49.717323431871534,1
2167,82.0,6,90,4.312215306352269,490.7586207613677,8.357968058132313,0
2441,66.0,55,60,12.026052634008378,1029.0532075640783,19.61462687726854,0
2844,50.0,24,19,13.614234838505409,1469.503798874929,28.8976725678085,0
2457,34.0,37,44,27.023049900038263,1954.374947342688,41.30444179305602,0
